Time	"STREAMS(""S-21"").Zn(""CO2"")"	RR_CO2
      9.14	  0.965685	   0.97859
      9.15	  0.965684	  0.978594
      9.16	  0.965684	  0.978597
      9.17	  0.965683	    0.9786
      9.18	  0.965682	  0.978604
      9.19	  0.965682	  0.978604
       9.2	  0.965681	  0.978604
      9.21	  0.965681	  0.978604
      9.22	   0.96568	  0.978604
      9.23	   0.96568	  0.978604
      9.24	  0.965679	  0.978604
      9.25	  0.965679	  0.978605
      9.26	  0.965678	  0.978605
      9.27	  0.965678	  0.978605
      9.28	  0.965677	  0.978602
      9.29	  0.965677	  0.978599
       9.3	  0.965676	  0.978596
      9.31	  0.965676	  0.978593
      9.32	  0.965675	   0.97859
      9.33	  0.965675	  0.978587
      9.34	  0.965674	  0.978581
      9.35	  0.965674	  0.978575
      9.36	  0.965673	  0.978569
      9.37	  0.965673	  0.978563
      9.38	  0.965672	  0.978557
      9.39	  0.965672	  0.978551
       9.4	  0.965672	  0.978545
      9.41	  0.965672	   0.97854
      9.42	  0.965673	  0.978534
      9.43	  0.965673	  0.978525
      9.44	  0.965673	  0.978517
      9.45	  0.965674	  0.978509
      9.46	  0.965674	    0.9785
      9.47	  0.965674	  0.978492
      9.48	  0.965675	  0.978484
      9.49	  0.965675	  0.978475
       9.5	  0.965675	  0.978467
      9.51	  0.965676	  0.978458
      9.52	  0.965676	  0.978449
      9.53	  0.965676	   0.97844
      9.54	  0.965677	  0.978432
      9.55	  0.965677	  0.978423
      9.56	  0.965677	  0.978414
      9.57	  0.965678	  0.978405
      9.58	  0.965678	  0.978397
      9.59	  0.965679	  0.978388
       9.6	  0.965679	  0.978379
      9.61	  0.965679	   0.97837
      9.62	   0.96568	  0.978361
      9.63	   0.96568	  0.978353
      9.64	  0.965681	  0.978344
      9.65	  0.965681	  0.978335
      9.66	  0.965682	  0.978326
      9.67	  0.965683	  0.978317
      9.68	  0.965684	  0.978309
      9.69	  0.965684	    0.9783
       9.7	  0.965685	  0.978291
      9.71	  0.965686	  0.978282
      9.72	  0.965687	  0.978273
      9.73	  0.965687	  0.978265
      9.74	  0.965688	  0.978256
      9.75	  0.965689	  0.978247
      9.76	  0.965689	  0.978238
      9.77	   0.96569	   0.97823
      9.78	  0.965691	  0.978221
      9.79	  0.965692	  0.978216
       9.8	  0.965692	  0.978211
      9.81	  0.965693	  0.978207
      9.82	  0.965694	  0.978202
      9.83	  0.965695	  0.978197
      9.84	  0.965695	  0.978193
      9.85	  0.965696	  0.978188
      9.86	  0.965697	  0.978183
      9.87	  0.965698	  0.978179
      9.88	  0.965698	  0.978177
      9.89	  0.965699	  0.978175
       9.9	    0.9657	  0.978174
      9.91	    0.9657	  0.978172
      9.92	  0.965701	   0.97817
      9.93	  0.965702	  0.978169
      9.94	  0.965703	  0.978169
      9.95	  0.965703	   0.97817
      9.96	  0.965704	   0.97817
      9.97	  0.965705	  0.978171
      9.98	  0.965706	  0.978171
      9.99	  0.965706	  0.978172
        10	  0.965707	  0.978172
