Time	IDX
      1.82	5.93111e-05
      1.83	5.96954e-05
      1.84	6.00798e-05
      1.85	6.03296e-05
      1.86	6.04807e-05
      1.87	6.06318e-05
      1.88	6.07829e-05
      1.89	6.0934e-05
       1.9	6.09537e-05
      1.91	6.08771e-05
      1.92	6.08005e-05
      1.93	6.07239e-05
      1.94	6.06473e-05
      1.95	6.04476e-05
      1.96	6.01576e-05
      1.97	5.98677e-05
      1.98	5.95778e-05
      1.99	5.92878e-05
         2	5.88873e-05
      2.01	5.84058e-05
      2.02	5.79242e-05
      2.03	5.74426e-05
      2.04	5.6961e-05
      2.05	5.63846e-05
      2.06	5.57387e-05
      2.07	5.50928e-05
      2.08	5.44468e-05
      2.09	5.38009e-05
       2.1	5.30781e-05
      2.11	5.22989e-05
      2.12	5.15197e-05
      2.13	5.07405e-05
      2.14	4.99613e-05
      2.15	4.91244e-05
      2.16	4.82451e-05
      2.17	4.73658e-05
      2.18	4.64865e-05
      2.19	4.56073e-05
       2.2	4.46898e-05
      2.21	4.37442e-05
      2.22	4.27986e-05
      2.23	4.1853e-05
      2.24	4.09075e-05
      2.25	3.99425e-05
      2.26	3.89633e-05
      2.27	3.79842e-05
      2.28	3.7005e-05
      2.29	3.60258e-05
       2.3	3.50453e-05
      2.31	3.40638e-05
      2.32	3.30824e-05
      2.33	3.21009e-05
      2.34	3.11195e-05
      2.35	3.01525e-05
      2.36	2.91962e-05
      2.37	 2.824e-05
      2.38	2.72837e-05
      2.39	2.63274e-05
       2.4	2.53992e-05
      2.41	2.44916e-05
      2.42	2.35841e-05
      2.43	2.26765e-05
      2.44	2.1769e-05
      2.45	2.09006e-05
      2.46	2.0061e-05
      2.47	1.92214e-05
      2.48	1.83818e-05
      2.49	1.75422e-05
       2.5	1.67502e-05
      2.51	1.59933e-05
      2.52	1.52364e-05
      2.53	1.44794e-05
      2.54	1.37225e-05
      2.55	1.30191e-05
      2.56	1.2355e-05
      2.57	1.16909e-05
      2.58	1.10268e-05
      2.59	1.03627e-05
       2.6	9.75562e-06
      2.61	9.19028e-06
      2.62	8.62494e-06
      2.63	8.0596e-06
      2.64	7.49426e-06
      2.65	6.98696e-06
      2.66	6.52224e-06
      2.67	6.05752e-06
      2.68	5.5928e-06
      2.69	5.12808e-06
       2.7	4.72042e-06
      2.71	4.35462e-06
      2.72	3.98881e-06
      2.73	 3.623e-06
      2.74	3.2572e-06
      2.75	2.94569e-06
      2.76	2.67401e-06
      2.77	2.40234e-06
      2.78	2.13066e-06
      2.79	1.85899e-06
       2.8	1.6374e-06
      2.81	1.45255e-06
      2.82	1.2677e-06
      2.83	1.08285e-06
      2.84	8.97999e-07
      2.85	7.57904e-07
      2.86	6.50638e-07
      2.87	5.43373e-07
      2.88	4.36107e-07
      2.89	3.28841e-07
       2.9	2.60214e-07
      2.91	2.19929e-07
      2.92	1.79645e-07
      2.93	1.3936e-07
      2.94	9.90759e-08
      2.95	9.08498e-08
      2.96	1.06141e-07
      2.97	1.21431e-07
      2.98	1.36722e-07
      2.99	1.52013e-07
         3	1.92615e-07
      3.01	2.51784e-07
      3.02	3.10954e-07
      3.03	3.70124e-07
      3.04	4.29293e-07
      3.05	5.07124e-07
      3.06	5.98642e-07
      3.07	6.90161e-07
      3.08	7.8168e-07
      3.09	8.73199e-07
       3.1	9.7705e-07
      3.11	1.08995e-06
      3.12	1.20284e-06
      3.13	1.31574e-06
      3.14	1.42863e-06
      3.15	1.54804e-06
      3.16	1.67222e-06
      3.17	1.7964e-06
      3.18	1.92057e-06
      3.19	2.04475e-06
       3.2	2.17026e-06
      3.21	2.29675e-06
      3.22	2.42324e-06
      3.23	2.54973e-06
      3.24	2.67622e-06
      3.25	2.79961e-06
      3.26	2.92074e-06
      3.27	3.04186e-06
      3.28	3.16298e-06
      3.29	3.28411e-06
       3.3	3.39851e-06
      3.31	3.50799e-06
      3.32	3.61748e-06
      3.33	3.72696e-06
      3.34	3.83644e-06
      3.35	3.93641e-06
      3.36	4.02941e-06
      3.37	4.12242e-06
      3.38	4.21542e-06
      3.39	4.30842e-06
       3.4	4.38994e-06
      3.41	4.46305e-06
      3.42	4.53615e-06
      3.43	4.60925e-06
      3.44	4.68236e-06
      3.45	4.7428e-06
      3.46	4.79394e-06
      3.47	4.84508e-06
      3.48	4.89623e-06
      3.49	4.94737e-06
       3.5	4.98538e-06
      3.51	5.01374e-06
      3.52	5.04211e-06
      3.53	5.07047e-06
      3.54	5.09884e-06
      3.55	5.11424e-06
      3.56	5.12011e-06
      3.57	5.12599e-06
      3.58	5.13187e-06
      3.59	5.13775e-06
       3.6	5.13137e-06
      3.61	 5.116e-06
      3.62	5.10062e-06
      3.63	5.08525e-06
      3.64	5.06988e-06
      3.65	5.0434e-06
      3.66	5.00879e-06
      3.67	4.97417e-06
      3.68	4.93955e-06
      3.69	4.90494e-06
       3.7	4.86072e-06
      3.71	4.80945e-06
      3.72	4.75819e-06
      3.73	4.70692e-06
      3.74	4.65566e-06
      3.75	4.59653e-06
      3.76	4.53163e-06
      3.77	4.46673e-06
      3.78	4.40182e-06
      3.79	4.33692e-06
       3.8	4.26603e-06
      3.81	4.19074e-06
      3.82	4.11545e-06
      3.83	4.04016e-06
      3.84	3.96487e-06
      3.85	3.88551e-06
      3.86	3.80316e-06
      3.87	3.72081e-06
      3.88	3.63847e-06
      3.89	3.55612e-06
       3.9	3.47159e-06
      3.91	3.38546e-06
      3.92	3.29932e-06
      3.93	3.21319e-06
      3.94	3.12706e-06
      3.95	3.04053e-06
      3.96	2.9537e-06
      3.97	2.86688e-06
      3.98	2.78006e-06
      3.99	2.69323e-06
         4	2.60763e-06
      4.01	2.52293e-06
      4.02	2.43823e-06
      4.03	2.35352e-06
      4.04	2.26882e-06
      4.05	2.18676e-06
      4.06	2.10664e-06
      4.07	2.02652e-06
      4.08	1.9464e-06
      4.09	1.86628e-06
       4.1	1.78999e-06
      4.11	1.71651e-06
      4.12	1.64302e-06
      4.13	1.56954e-06
      4.14	1.49605e-06
      4.15	1.42733e-06
      4.16	1.3621e-06
      4.17	1.29686e-06
      4.18	1.23163e-06
      4.19	1.1664e-06
       4.2	1.1066e-06
      4.21	1.05078e-06
      4.22	9.94968e-07
      4.23	9.39154e-07
      4.24	8.83339e-07
      4.25	8.33377e-07
      4.26	7.87708e-07
      4.27	7.42038e-07
      4.28	6.96369e-07
      4.29	 6.507e-07
       4.3	6.11061e-07
      4.31	5.75847e-07
      4.32	5.40632e-07
      4.33	5.05418e-07
      4.34	4.70204e-07
      4.35	4.40979e-07
      4.36	4.16147e-07
      4.37	3.91316e-07
      4.38	3.66485e-07
      4.39	3.41653e-07
       4.4	3.22577e-07
      4.41	3.07722e-07
      4.42	2.92867e-07
      4.43	2.78012e-07
      4.44	2.63157e-07
      4.45	2.53659e-07
      4.46	2.48091e-07
      4.47	2.42523e-07
      4.48	2.36955e-07
      4.49	2.31386e-07
       4.5	2.30648e-07
      4.51	2.33451e-07
      4.52	2.36255e-07
      4.53	2.39059e-07
      4.54	2.41863e-07
      4.55	2.48871e-07
      4.56	2.58964e-07
      4.57	2.69057e-07
      4.58	2.7915e-07
      4.59	2.89243e-07
       4.6	3.02852e-07
      4.61	3.19041e-07
      4.62	3.3523e-07
      4.63	3.51419e-07
      4.64	3.67608e-07
      4.65	3.86593e-07
      4.66	4.07629e-07
      4.67	4.28664e-07
      4.68	 4.497e-07
      4.69	4.70736e-07
       4.7	4.93842e-07
      4.71	5.18468e-07
      4.72	5.43093e-07
      4.73	5.67719e-07
      4.74	5.92345e-07
      4.75	6.18337e-07
      4.76	6.45333e-07
      4.77	6.72329e-07
      4.78	6.99325e-07
      4.79	7.2632e-07
       4.8	7.54021e-07
      4.81	7.8224e-07
      4.82	8.10459e-07
      4.83	8.38678e-07
      4.84	8.66897e-07
      4.85	8.95219e-07
      4.86	9.23617e-07
      4.87	9.52015e-07
      4.88	9.80412e-07
      4.89	1.00881e-06
       4.9	1.03678e-06
      4.91	1.06444e-06
      4.92	1.09209e-06
      4.93	1.11975e-06
      4.94	1.14741e-06
      4.95	1.17419e-06
      4.96	1.20032e-06
      4.97	1.22646e-06
      4.98	1.2526e-06
      4.99	1.27873e-06
         5	1.30363e-06
      5.01	1.32761e-06
      5.02	1.35159e-06
      5.03	1.37557e-06
      5.04	1.39955e-06
      5.05	1.42201e-06
      5.06	1.44336e-06
      5.07	1.4647e-06
      5.08	1.48604e-06
      5.09	1.50739e-06
       5.1	1.52701e-06
      5.11	1.54538e-06
      5.12	1.56374e-06
      5.13	1.58211e-06
      5.14	1.60047e-06
      5.15	1.61701e-06
      5.16	1.63219e-06
      5.17	1.64738e-06
      5.18	1.66256e-06
      5.19	1.67775e-06
       5.2	1.69106e-06
      5.21	1.70298e-06
      5.22	1.71491e-06
      5.23	1.72684e-06
      5.24	1.73877e-06
      5.25	1.74884e-06
      5.26	1.75754e-06
      5.27	1.76625e-06
      5.28	1.77495e-06
      5.29	1.78366e-06
       5.3	1.79057e-06
      5.31	1.79618e-06
      5.32	1.80179e-06
      5.33	1.80739e-06
      5.34	 1.813e-06
      5.35	1.81694e-06
      5.36	1.81965e-06
      5.37	1.82237e-06
      5.38	1.82508e-06
      5.39	1.82779e-06
       5.4	1.82899e-06
      5.41	1.82907e-06
      5.42	1.82915e-06
      5.43	1.82924e-06
      5.44	1.82932e-06
      5.45	1.82806e-06
      5.46	1.82582e-06
      5.47	1.82358e-06
      5.48	1.82134e-06
      5.49	1.81909e-06
       5.5	1.8157e-06
      5.51	1.81147e-06
      5.52	1.80723e-06
      5.53	 1.803e-06
      5.54	1.79877e-06
      5.55	1.79358e-06
      5.56	1.7877e-06
      5.57	1.78182e-06
      5.58	1.77594e-06
      5.59	1.77006e-06
       5.6	1.76343e-06
      5.61	1.75624e-06
      5.62	1.74906e-06
      5.63	1.74188e-06
      5.64	1.7347e-06
      5.65	1.72696e-06
      5.66	1.71881e-06
      5.67	1.71066e-06
      5.68	1.70251e-06
      5.69	1.69436e-06
       5.7	1.68584e-06
      5.71	1.67704e-06
      5.72	1.66825e-06
      5.73	1.65945e-06
      5.74	1.65065e-06
      5.75	1.64165e-06
      5.76	1.63249e-06
      5.77	1.62334e-06
      5.78	1.61418e-06
      5.79	1.60503e-06
       5.8	1.59582e-06
      5.81	1.58657e-06
      5.82	1.57732e-06
      5.83	1.56807e-06
      5.84	1.55882e-06
      5.85	1.54965e-06
      5.86	1.54054e-06
      5.87	1.53143e-06
      5.88	1.52231e-06
      5.89	1.5132e-06
       5.9	1.50428e-06
      5.91	1.49551e-06
      5.92	1.48673e-06
      5.93	1.47795e-06
      5.94	1.46918e-06
      5.95	1.46069e-06
      5.96	1.45242e-06
      5.97	1.44415e-06
      5.98	1.43587e-06
      5.99	1.4276e-06
         6	1.4197e-06
